candidate,party,office,district,town,votes,precinct
Martha Marx,Democratic Party,State Senate,20,East Lyme,1269,East Lyme Community Center
Jerry Labriola Jr.,Republican Party,State Senate,20,East Lyme,1098,East Lyme Community Center
Jerry Labriola Jr.,Independent Party,State Senate,20,East Lyme,31,East Lyme Community Center
Martha Marx,Working Families Party,State Senate,20,East Lyme,27,East Lyme Community Center
Nick Menapace,Democratic Party,State House,37,East Lyme,1198,East Lyme Community Center
Holly H. Cheeseman,Republican Party,State House,37,East Lyme,1173,East Lyme Community Center
Holly H. Cheeseman,Independent Party,State House,37,East Lyme,36,East Lyme Community Center
Nick Menapace,Working Families Party,State House,37,East Lyme,26,East Lyme Community Center
Stephanie Thomas,Democratic Party,Secretary of the State,,East Lyme,1412,East Lyme Community Center
Dominic Rapini,Republican Party,Secretary of the State,,East Lyme,919,East Lyme Community Center
Cynthia R. Jennings,Independent Party,Secretary of the State,,East Lyme,41,East Lyme Community Center
Stephanie Thomas,Working Families Party,Secretary of the State,,East Lyme,30,East Lyme Community Center
Erick Russell,Democratic Party,Treasurer,,East Lyme,1311,East Lyme Community Center
Harry Arora,Republican Party,Treasurer,,East Lyme,982,East Lyme Community Center
Jennifer Baldwin,Independent Party,Treasurer,,East Lyme,48,East Lyme Community Center
Erick Russell,Working Families Party,Treasurer,,East Lyme,26,East Lyme Community Center
JoAnna Laiscell,Libertarian Party,Treasurer,,East Lyme,22,East Lyme Community Center
Sean Scanlon,Democratic Party,Comptroller,,East Lyme,1356,East Lyme Community Center
Mary Fay,Republican Party,Comptroller,,East Lyme,969,East Lyme Community Center
Sean Scanlon,Independent Party,Comptroller,,East Lyme,30,East Lyme Community Center
Sean Scanlon,Working Families Party,Comptroller,,East Lyme,25,East Lyme Community Center
William Tong,Democratic Party,Attorney General,,East Lyme,1486,East Lyme Community Center
Jessica Kordas,Republican Party,Attorney General,,East Lyme,872,East Lyme Community Center
A.P. Pascarella,Independent Party,Attorney General,,East Lyme,17,East Lyme Community Center
William Tong,Working Families Party,Attorney General,,East Lyme,32,East Lyme Community Center
Ken Krayeske,Green Party,Attorney General,,East Lyme,14,East Lyme Community Center
Jeffrey A. McNamara,Republican Party,Judge of Probate,32,East Lyme,1635,East Lyme Community Center
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,East Lyme,2045,East Lyme High School
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,East Lyme,1287,East Lyme High School
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,East Lyme,8,East Lyme High School
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,East Lyme,43,East Lyme High School
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,East Lyme,27,East Lyme High School
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,East Lyme,0,East Lyme High School
Richard Blumenthal,Democratic Party,U.S. Senate,,East Lyme,2081,East Lyme High School
Leora R. Levy,Republican Party,U.S. Senate,,East Lyme,1346,East Lyme High School
Richard Blumenthal,Working Families Party,U.S. Senate,,East Lyme,38,East Lyme High School
John Anderson,Write In,U.S. Senate,,East Lyme,0,East Lyme High School
Shabadjob Bharara,Write In,U.S. Senate,,East Lyme,0,East Lyme High School
Joe Courtney,Democratic Party,U.S. House,02,East Lyme,2295,East Lyme High School
Mike France,Republican Party,U.S. House,02,East Lyme,1144,East Lyme High School
William Hall,Libertarian Party,U.S. House,02,East Lyme,23,East Lyme High School
Kevin Blacker,Green Party,U.S. House,02,East Lyme,14,East Lyme High School
Martha Marx,Democratic Party,State Senate,20,East Lyme,1784,East Lyme High School
Jerry Labriola Jr.,Republican Party,State Senate,20,East Lyme,1592,East Lyme High School
Jerry Labriola Jr.,Independent Party,State Senate,20,East Lyme,44,East Lyme High School
Martha Marx,Working Families Party,State Senate,20,East Lyme,35,East Lyme High School
Nick Menapace,Democratic Party,State House,37,East Lyme,1660,East Lyme High School
Holly H. Cheeseman,Republican Party,State House,37,East Lyme,1734,East Lyme High School
Holly H. Cheeseman,Independent Party,State House,37,East Lyme,39,East Lyme High School
Nick Menapace,Working Families Party,State House,37,East Lyme,34,East Lyme High School
Stephanie Thomas,Democratic Party,Secretary of the State,,East Lyme,1935,East Lyme High School
Dominic Rapini,Republican Party,Secretary of the State,,East Lyme,1385,East Lyme High School
Cynthia R. Jennings,Independent Party,Secretary of the State,,East Lyme,61,East Lyme High School
Stephanie Thomas,Working Families Party,Secretary of the State,,East Lyme,38,East Lyme High School
Erick Russell,Democratic Party,Treasurer,,East Lyme,1805,East Lyme High School
Harry Arora,Republican Party,Treasurer,,East Lyme,1494,East Lyme High School
Jennifer Baldwin,Independent Party,Treasurer,,East Lyme,66,East Lyme High School
Erick Russell,Working Families Party,Treasurer,,East Lyme,37,East Lyme High School
JoAnna Laiscell,Libertarian Party,Treasurer,,East Lyme,28,East Lyme High School
Sean Scanlon,Democratic Party,Comptroller,,East Lyme,1871,East Lyme High School
Mary Fay,Republican Party,Comptroller,,East Lyme,1467,East Lyme High School
Sean Scanlon,Independent Party,Comptroller,,East Lyme,47,East Lyme High School
Sean Scanlon,Working Families Party,Comptroller,,East Lyme,29,East Lyme High School
William Tong,Democratic Party,Attorney General,,East Lyme,2026,East Lyme High School
Jessica Kordas,Republican Party,Attorney General,,East Lyme,1335,East Lyme High School
A.P. Pascarella,Independent Party,Attorney General,,East Lyme,32,East Lyme High School
William Tong,Working Families Party,Attorney General,,East Lyme,46,East Lyme High School
Ken Krayeske,Green Party,Attorney General,,East Lyme,16,East Lyme High School
Jeffrey A. McNamara,Republican Party,Judge of Probate,32,East Lyme,2465,East Lyme High School
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,East Lyme,1977,Niantic Center School
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,East Lyme,1236,Niantic Center School
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,East Lyme,5,Niantic Center School
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,East Lyme,37,Niantic Center School
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,East Lyme,26,Niantic Center School
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,East Lyme,0,Niantic Center School
Richard Blumenthal,Democratic Party,U.S. Senate,,East Lyme,2024,Niantic Center School
Leora R. Levy,Republican Party,U.S. Senate,,East Lyme,1207,Niantic Center School
Richard Blumenthal,Working Families Party,U.S. Senate,,East Lyme,38,Niantic Center School
John Anderson,Write In,U.S. Senate,,East Lyme,0,Niantic Center School
Shabadjob Bharara,Write In,U.S. Senate,,East Lyme,0,Niantic Center School
Joe Courtney,Democratic Party,U.S. House,02,East Lyme,2230,Niantic Center School
Mike France,Republican Party,U.S. House,02,East Lyme,1001,Niantic Center School
William Hall,Libertarian Party,U.S. House,02,East Lyme,16,Niantic Center School
Kevin Blacker,Green Party,U.S. House,02,East Lyme,22,Niantic Center School
Martha Marx,Democratic Party,State Senate,20,East Lyme,1734,Niantic Center School
Jerry Labriola Jr.,Republican Party,State Senate,20,East Lyme,1439,Niantic Center School
Jerry Labriola Jr.,Independent Party,State Senate,20,East Lyme,34,Niantic Center School
Martha Marx,Working Families Party,State Senate,20,East Lyme,32,Niantic Center School
Nick Menapace,Democratic Party,State House,37,East Lyme,1606,Niantic Center School
Holly H. Cheeseman,Republican Party,State House,37,East Lyme,1597,Niantic Center School
Holly H. Cheeseman,Independent Party,State House,37,East Lyme,38,Niantic Center School
Nick Menapace,Working Families Party,State House,37,East Lyme,35,Niantic Center School
Stephanie Thomas,Democratic Party,Secretary of the State,,East Lyme,1879,Niantic Center School
Dominic Rapini,Republican Party,Secretary of the State,,East Lyme,1243,Niantic Center School
Cynthia R. Jennings,Independent Party,Secretary of the State,,East Lyme,53,Niantic Center School
Stephanie Thomas,Working Families Party,Secretary of the State,,East Lyme,34,Niantic Center School
Erick Russell,Democratic Party,Treasurer,,East Lyme,1783,Niantic Center School
Harry Arora,Republican Party,Treasurer,,East Lyme,1307,Niantic Center School
Jennifer Baldwin,Independent Party,Treasurer,,East Lyme,63,Niantic Center School
Erick Russell,Working Families Party,Treasurer,,East Lyme,33,Niantic Center School
JoAnna Laiscell,Libertarian Party,Treasurer,,East Lyme,21,Niantic Center School
Sean Scanlon,Democratic Party,Comptroller,,East Lyme,1821,Niantic Center School
Mary Fay,Republican Party,Comptroller,,East Lyme,1302,Niantic Center School
Sean Scanlon,Independent Party,Comptroller,,East Lyme,34,Niantic Center School
Sean Scanlon,Working Families Party,Comptroller,,East Lyme,32,Niantic Center School
William Tong,Democratic Party,Attorney General,,East Lyme,1971,Niantic Center School
Jessica Kordas,Republican Party,Attorney General,,East Lyme,1189,Niantic Center School
A.P. Pascarella,Independent Party,Attorney General,,East Lyme,27,Niantic Center School
William Tong,Working Families Party,Attorney General,,East Lyme,34,Niantic Center School
Ken Krayeske,Green Party,Attorney General,,East Lyme,18,Niantic Center School
Jeffrey A. McNamara,Republican Party,Judge of Probate,32,East Lyme,2227,Niantic Center School
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Easton,990,Samuel Staples School #1
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Easton,913,Samuel Staples School #1
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Easton,3,Samuel Staples School #1
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Easton,0,Samuel Staples School #1
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Easton,17,Samuel Staples School #1
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Easton,0,Samuel Staples School #1
Richard Blumenthal,Democratic Party,U.S. Senate,,Easton,994,Samuel Staples School #1
Leora R. Levy,Republican Party,U.S. Senate,,Easton,911,Samuel Staples School #1
Richard Blumenthal,Working Families Party,U.S. Senate,,Easton,19,Samuel Staples School #1
John Anderson,Write In,U.S. Senate,,Easton,0,Samuel Staples School #1
Shabadjob Bharara,Write In,U.S. Senate,,Easton,0,Samuel Staples School #1
Jim Himes,Democratic Party,U.S. House,04,Easton,1007,Samuel Staples School #1
Jayme Stevenson,Republican Party,U.S. House,04,Easton,903,Samuel Staples School #1
Jayme Stevenson,Independent Party,U.S. House,04,Easton,18,Samuel Staples School #1
Timothy Gavin,Democratic Party,State Senate,28,Easton,842,Samuel Staples School #1
Tony Hwang,Republican Party,State Senate,28,Easton,1072,Samuel Staples School #1
Timothy Gavin,Independent Party,State Senate,28,Easton,17,Samuel Staples School #1
Anne M. Hughes,Democratic Party,State House,135,Easton,971,Samuel Staples School #1
Alex Burns,Republican Party,State House,135,Easton,948,Samuel Staples School #1
Stephanie Thomas,Democratic Party,Secretary of the State,,Easton,955,Samuel Staples School #1
Dominic Rapini,Republican Party,Secretary of the State,,Easton,916,Samuel Staples School #1
Cynthia R. Jennings,Independent Party,Secretary of the State,,Easton,30,Samuel Staples School #1
Stephanie Thomas,Working Families Party,Secretary of the State,,Easton,12,Samuel Staples School #1
Erick Russell,Democratic Party,Treasurer,,Easton,890,Samuel Staples School #1
Harry Arora,Republican Party,Treasurer,,Easton,968,Samuel Staples School #1
Jennifer Baldwin,Independent Party,Treasurer,,Easton,31,Samuel Staples School #1
Erick Russell,Working Families Party,Treasurer,,Easton,14,Samuel Staples School #1
JoAnna Laiscell,Libertarian Party,Treasurer,,Easton,9,Samuel Staples School #1
Sean Scanlon,Democratic Party,Comptroller,,Easton,901,Samuel Staples School #1
Mary Fay,Republican Party,Comptroller,,Easton,950,Samuel Staples School #1
Sean Scanlon,Independent Party,Comptroller,,Easton,32,Samuel Staples School #1
Sean Scanlon,Working Families Party,Comptroller,,Easton,13,Samuel Staples School #1
William Tong,Democratic Party,Attorney General,,Easton,955,Samuel Staples School #1
Jessica Kordas,Republican Party,Attorney General,,Easton,919,Samuel Staples School #1
A.P. Pascarella,Independent Party,Attorney General,,Easton,20,Samuel Staples School #1
William Tong,Working Families Party,Attorney General,,Easton,13,Samuel Staples School #1
Ken Krayeske,Green Party,Attorney General,,Easton,5,Samuel Staples School #1
T.R. Rowe,Republican Party,Judge of Probate,46,Easton,1214,Samuel Staples School #1
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Easton,981,Samuel Staples School #2
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Easton,866,Samuel Staples School #2
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Easton,0,Samuel Staples School #2
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Easton,10,Samuel Staples School #2
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Easton,10,Samuel Staples School #2
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Easton,0,Samuel Staples School #2
Richard Blumenthal,Democratic Party,U.S. Senate,,Easton,977,Samuel Staples School #2
Leora R. Levy,Republican Party,U.S. Senate,,Easton,867,Samuel Staples School #2
Richard Blumenthal,Working Families Party,U.S. Senate,,Easton,10,Samuel Staples School #2
John Anderson,Write In,U.S. Senate,,Easton,0,Samuel Staples School #2
Shabadjob Bharara,Write In,U.S. Senate,,Easton,0,Samuel Staples School #2
Jim Himes,Democratic Party,U.S. House,04,Easton,970,Samuel Staples School #2
Jayme Stevenson,Republican Party,U.S. House,04,Easton,883,Samuel Staples School #2
Jayme Stevenson,Independent Party,U.S. House,04,Easton,9,Samuel Staples School #2
Timothy Gavin,Democratic Party,State Senate,28,Easton,821,Samuel Staples School #2
Tony Hwang,Republican Party,State Senate,28,Easton,1020,Samuel Staples School #2
Timothy Gavin,Independent Party,State Senate,28,Easton,18,Samuel Staples School #2
Sheila Papps,Democratic Party,State House,112,Easton,879,Samuel Staples School #2
Tony Scott,Republican Party,State House,112,Easton,959,Samuel Staples School #2
Stephanie Thomas,Democratic Party,Secretary of the State,,Easton,926,Samuel Staples School #2
Dominic Rapini,Republican Party,Secretary of the State,,Easton,868,Samuel Staples School #2
Cynthia R. Jennings,Independent Party,Secretary of the State,,Easton,27,Samuel Staples School #2
Stephanie Thomas,Working Families Party,Secretary of the State,,Easton,18,Samuel Staples School #2
Erick Russell,Democratic Party,Treasurer,,Easton,868,Samuel Staples School #2
Harry Arora,Republican Party,Treasurer,,Easton,920,Samuel Staples School #2
Jennifer Baldwin,Independent Party,Treasurer,,Easton,25,Samuel Staples School #2
Erick Russell,Working Families Party,Treasurer,,Easton,10,Samuel Staples School #2
JoAnna Laiscell,Libertarian Party,Treasurer,,Easton,13,Samuel Staples School #2
Sean Scanlon,Democratic Party,Comptroller,,Easton,898,Samuel Staples School #2
Mary Fay,Republican Party,Comptroller,,Easton,904,Samuel Staples School #2
Sean Scanlon,Independent Party,Comptroller,,Easton,19,Samuel Staples School #2
Sean Scanlon,Working Families Party,Comptroller,,Easton,15,Samuel Staples School #2
William Tong,Democratic Party,Attorney General,,Easton,925,Samuel Staples School #2
Jessica Kordas,Republican Party,Attorney General,,Easton,875,Samuel Staples School #2
A.P. Pascarella,Independent Party,Attorney General,,Easton,17,Samuel Staples School #2
William Tong,Working Families Party,Attorney General,,Easton,18,Samuel Staples School #2
Ken Krayeske,Green Party,Attorney General,,Easton,8,Samuel Staples School #2
T.R. Rowe,Republican Party,Judge of Probate,46,Easton,1185,Samuel Staples School #2
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,East Windsor,353,Town Hall
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,East Windsor,729,Town Hall
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,East Windsor,351,Town Hall
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,East Windsor,812,Town Hall
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,East Windsor,0,Town Hall
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,East Windsor,3,Town Hall
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,East Windsor,4,Town Hall
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,East Windsor,17,Town Hall
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,East Windsor,6,Town Hall
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,East Windsor,16,Town Hall
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,East Windsor,0,Town Hall
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,East Windsor,2,Town Hall
Richard Blumenthal,Democratic Party,U.S. Senate,,East Windsor,347,Town Hall
Richard Blumenthal,Democratic Party,U.S. Senate,,East Windsor,777,Town Hall
Leora R. Levy,Republican Party,U.S. Senate,,East Windsor,352,Town Hall
Leora R. Levy,Republican Party,U.S. Senate,,East Windsor,775,Town Hall
Richard Blumenthal,Working Families Party,U.S. Senate,,East Windsor,9,Town Hall
Richard Blumenthal,Working Families Party,U.S. Senate,,East Windsor,25,Town Hall
John Anderson,Write In,U.S. Senate,,East Windsor,0,Town Hall
John Anderson,Write In,U.S. Senate,,East Windsor,0,Town Hall
Shabadjob Bharara,Write In,U.S. Senate,,East Windsor,0,Town Hall
Shabadjob Bharara,Write In,U.S. Senate,,East Windsor,0,Town Hall
John B. Larson,Democratic Party,U.S. House,01,East Windsor,804,Town Hall
John B. Larson,Democratic Party,U.S. House,01,East Windsor,368,Town Hall
Larry Lazor,Republican Party,U.S. House,01,East Windsor,718,Town Hall
Larry Lazor,Republican Party,U.S. House,01,East Windsor,319,Town Hall
John B. Larson,Working Families Party,U.S. House,01,East Windsor,27,Town Hall
John B. Larson,Working Families Party,U.S. House,01,East Windsor,9,Town Hall
Mary L. Sanders,Green Party,U.S. House,01,East Windsor,20,Town Hall
Mary L. Sanders,Green Party,U.S. House,01,East Windsor,5,Town Hall
Saud Anwar,Democratic Party,State Senate,3,East Windsor,827,Town Hall
Saud Anwar,Democratic Party,State Senate,3,East Windsor,356,Town Hall
Matt Harper,Republican Party,State Senate,3,East Windsor,710,Town Hall
Matt Harper,Republican Party,State Senate,3,East Windsor,334,Town Hall
Saud Anwar,Working Families Party,State Senate,3,East Windsor,29,Town Hall
Saud Anwar,Working Families Party,State Senate,3,East Windsor,12,Town Hall
Jaime Foster,Democratic Party,State House,57,East Windsor,791,Town Hall
David E. Stavens,Republican Party,State House,57,East Windsor,727,Town Hall
Jaime Foster,Griebel Frank for CT Party,State House,57,East Windsor,6,Town Hall
Jaime Foster,Independent Party,State House,57,East Windsor,19,Town Hall
Jaime Foster,Working Families Party,State House,57,East Windsor,26,Town Hall
Matt Despard,Democratic Party,State House,59,East Windsor,320,Town Hall
Carol Hall,Republican Party,State House,59,East Windsor,359,Town Hall
Matt Despard,Independent Party,State House,59,East Windsor,11,Town Hall
Matt Despard,Working Families Party,State House,59,East Windsor,8,Town Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,East Windsor,329,Town Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,East Windsor,738,Town Hall
Dominic Rapini,Republican Party,Secretary of the State,,East Windsor,333,Town Hall
Dominic Rapini,Republican Party,Secretary of the State,,East Windsor,743,Town Hall
Cynthia R. Jennings,Independent Party,Secretary of the State,,East Windsor,18,Town Hall
Cynthia R. Jennings,Independent Party,Secretary of the State,,East Windsor,35,Town Hall
Stephanie Thomas,Working Families Party,Secretary of the State,,East Windsor,11,Town Hall
Stephanie Thomas,Working Families Party,Secretary of the State,,East Windsor,28,Town Hall
Erick Russell,Democratic Party,Treasurer,,East Windsor,310,Town Hall
Erick Russell,Democratic Party,Treasurer,,East Windsor,718,Town Hall
Harry Arora,Republican Party,Treasurer,,East Windsor,344,Town Hall
Harry Arora,Republican Party,Treasurer,,East Windsor,764,Town Hall
Jennifer Baldwin,Independent Party,Treasurer,,East Windsor,22,Town Hall
Jennifer Baldwin,Independent Party,Treasurer,,East Windsor,27,Town Hall
Erick Russell,Working Families Party,Treasurer,,East Windsor,9,Town Hall
Erick Russell,Working Families Party,Treasurer,,East Windsor,25,Town Hall
JoAnna Laiscell,Libertarian Party,Treasurer,,East Windsor,3,Town Hall
JoAnna Laiscell,Libertarian Party,Treasurer,,East Windsor,7,Town Hall
Sean Scanlon,Democratic Party,Comptroller,,East Windsor,316,Town Hall
Sean Scanlon,Democratic Party,Comptroller,,East Windsor,713,Town Hall
Mary Fay,Republican Party,Comptroller,,East Windsor,354,Town Hall
Mary Fay,Republican Party,Comptroller,,East Windsor,778,Town Hall
Sean Scanlon,Independent Party,Comptroller,,East Windsor,11,Town Hall
Sean Scanlon,Independent Party,Comptroller,,East Windsor,17,Town Hall
Sean Scanlon,Working Families Party,Comptroller,,East Windsor,9,Town Hall
Sean Scanlon,Working Families Party,Comptroller,,East Windsor,20,Town Hall
William Tong,Democratic Party,Attorney General,,East Windsor,344,Town Hall
William Tong,Democratic Party,Attorney General,,East Windsor,794,Town Hall
Jessica Kordas,Republican Party,Attorney General,,East Windsor,327,Town Hall
Jessica Kordas,Republican Party,Attorney General,,East Windsor,724,Town Hall
A.P. Pascarella,Independent Party,Attorney General,,East Windsor,8,Town Hall
A.P. Pascarella,Independent Party,Attorney General,,East Windsor,11,Town Hall
William Tong,Working Families Party,Attorney General,,East Windsor,10,Town Hall
William Tong,Working Families Party,Attorney General,,East Windsor,21,Town Hall
Ken Krayeske,Green Party,Attorney General,,East Windsor,5,Town Hall
Ken Krayeske,Green Party,Attorney General,,East Windsor,9,Town Hall
Mary Deneen,Democratic Party,Judge of Probate,04,East Windsor,354,Town Hall
Mary Deneen,Democratic Party,Judge of Probate,04,East Windsor,800,Town Hall
Tad J. Bistor,Republican Party,Judge of Probate,04,East Windsor,333,Town Hall
Tad J. Bistor,Republican Party,Judge of Probate,04,East Windsor,728,Town Hall
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,East Windsor,124,Town Hall Annex
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,East Windsor,793,Town Hall Annex
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,East Windsor,104,Town Hall Annex
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,East Windsor,757,Town Hall Annex
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,East Windsor,0,Town Hall Annex
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,East Windsor,3,Town Hall Annex
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,East Windsor,2,Town Hall Annex
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,East Windsor,24,Town Hall Annex
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,East Windsor,3,Town Hall Annex
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,East Windsor,17,Town Hall Annex
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,East Windsor,0,Town Hall Annex
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,East Windsor,0,Town Hall Annex
Richard Blumenthal,Democratic Party,U.S. Senate,,East Windsor,123,Town Hall Annex
Richard Blumenthal,Democratic Party,U.S. Senate,,East Windsor,824,Town Hall Annex
Leora R. Levy,Republican Party,U.S. Senate,,East Windsor,103,Town Hall Annex
Leora R. Levy,Republican Party,U.S. Senate,,East Windsor,746,Town Hall Annex
Richard Blumenthal,Working Families Party,U.S. Senate,,East Windsor,4,Town Hall Annex
Richard Blumenthal,Working Families Party,U.S. Senate,,East Windsor,27,Town Hall Annex
John Anderson,Write In,U.S. Senate,,East Windsor,0,Town Hall Annex
John Anderson,Write In,U.S. Senate,,East Windsor,1,Town Hall Annex
Shabadjob Bharara,Write In,U.S. Senate,,East Windsor,0,Town Hall Annex
Shabadjob Bharara,Write In,U.S. Senate,,East Windsor,0,Town Hall Annex
John B. Larson,Democratic Party,U.S. House,01,East Windsor,126,Town Hall Annex
John B. Larson,Democratic Party,U.S. House,01,East Windsor,845,Town Hall Annex
Larry Lazor,Republican Party,U.S. House,01,East Windsor,96,Town Hall Annex
Larry Lazor,Republican Party,U.S. House,01,East Windsor,704,Town Hall Annex
John B. Larson,Working Families Party,U.S. House,01,East Windsor,6,Town Hall Annex
John B. Larson,Working Families Party,U.S. House,01,East Windsor,23,Town Hall Annex
Mary L. Sanders,Green Party,U.S. House,01,East Windsor,0,Town Hall Annex
Mary L. Sanders,Green Party,U.S. House,01,East Windsor,21,Town Hall Annex
Saud Anwar,Democratic Party,State Senate,3,East Windsor,128,Town Hall Annex
Saud Anwar,Democratic Party,State Senate,3,East Windsor,828,Town Hall Annex
Matt Harper,Republican Party,State Senate,3,East Windsor,99,Town Hall Annex
Matt Harper,Republican Party,State Senate,3,East Windsor,741,Town Hall Annex
Saud Anwar,Working Families Party,State Senate,3,East Windsor,4,Town Hall Annex
Saud Anwar,Working Families Party,State Senate,3,East Windsor,28,Town Hall Annex
Jaime Foster,Democratic Party,State House,57,East Windsor,131,Town Hall Annex
David E. Stavens,Republican Party,State House,57,East Windsor,90,Town Hall Annex
Jaime Foster,Griebel Frank for CT Party,State House,57,East Windsor,1,Town Hall Annex
Jaime Foster,Independent Party,State House,57,East Windsor,3,Town Hall Annex
Jaime Foster,Working Families Party,State House,57,East Windsor,5,Town Hall Annex
Matt Despard,Democratic Party,State House,59,East Windsor,763,Town Hall Annex
Carol Hall,Republican Party,State House,59,East Windsor,783,Town Hall Annex
Matt Despard,Independent Party,State House,59,East Windsor,22,Town Hall Annex
Matt Despard,Working Families Party,State House,59,East Windsor,16,Town Hall Annex
Stephanie Thomas,Democratic Party,Secretary of the State,,East Windsor,117,Town Hall Annex
Stephanie Thomas,Democratic Party,Secretary of the State,,East Windsor,806,Town Hall Annex
Dominic Rapini,Republican Party,Secretary of the State,,East Windsor,102,Town Hall Annex
Dominic Rapini,Republican Party,Secretary of the State,,East Windsor,722,Town Hall Annex
Cynthia R. Jennings,Independent Party,Secretary of the State,,East Windsor,4,Town Hall Annex
Cynthia R. Jennings,Independent Party,Secretary of the State,,East Windsor,25,Town Hall Annex
Stephanie Thomas,Working Families Party,Secretary of the State,,East Windsor,5,Town Hall Annex
Stephanie Thomas,Working Families Party,Secretary of the State,,East Windsor,23,Town Hall Annex
Erick Russell,Democratic Party,Treasurer,,East Windsor,113,Town Hall Annex
Erick Russell,Democratic Party,Treasurer,,East Windsor,756,Town Hall Annex
Harry Arora,Republican Party,Treasurer,,East Windsor,102,Town Hall Annex
Harry Arora,Republican Party,Treasurer,,East Windsor,733,Town Hall Annex
Jennifer Baldwin,Independent Party,Treasurer,,East Windsor,10,Town Hall Annex
Jennifer Baldwin,Independent Party,Treasurer,,East Windsor,37,Town Hall Annex
Erick Russell,Working Families Party,Treasurer,,East Windsor,4,Town Hall Annex
Erick Russell,Working Families Party,Treasurer,,East Windsor,25,Town Hall Annex
JoAnna Laiscell,Libertarian Party,Treasurer,,East Windsor,0,Town Hall Annex
