county,precinct,office,district,party,,poll,abs,edr,unknown,
Fairfield,Danbury 4-109,State Treasurer,,WF,Denise Nappier,25,0,1,0,
Fairfield,Danbury 4-109,Comptroller,,REP,Sharon McLaughlin,314,0,2,0,
Fairfield,Danbury 4-109,Comptroller,,IND,Sharon McLaughlin,22,0,0,0,
Fairfield,Danbury 4-109,Comptroller,,DEM,Kevin Lembo,344,0,1,3,
Fairfield,Danbury 4-109,Comptroller,,WF,Kevin Lembo,21,0,3,0,
Fairfield,Danbury 4-109,Comptroller,,Green,Rolf Maurer,16,0,0,0,
Fairfield,Danbury 4-109,Attorney General,,REP,Kie Westby,276,0,1,0,
Fairfield,Danbury 4-109,Attorney General,,IND,Kie Westby,17,0,1,0,
Fairfield,Danbury 4-109,Attorney General,,DEM,George Jepsen,389,0,2,3,
Fairfield,Danbury 4-109,Attorney General,,WF,George Jepsen,24,0,2,0,
Fairfield,Danbury 4-109,Attorney General,,Green,Stephen Fournier,14,0,0,0,
Fairfield,Danbury 4-110,Governor,,REP,Thomas C. Foley,330,9,2,4,
Fairfield,Danbury 4-110,Governor,,IND,Thomas C. Foley,22,9,1,0,
Fairfield,Danbury 4-110,Governor,,DEM,Dannel P. Malloy,489,12,11,15,
Fairfield,Danbury 4-110,Governor,,WF,Dannel P. Malloy,19,0,0,0,
Fairfield,Danbury 4-110,Governor,,PC,Joe Visconti,14,0,2,0,
Fairfield,Danbury 4-110,U.S. House,5,REP,Mark Greenberg,286,3,2,0,
Fairfield,Danbury 4-110,U.S. House,5,IND,Mark Greenberg,26,2,1,0,
Fairfield,Danbury 4-110,U.S. House,5,DEM,Elizabeth Esty,516,18,9,11,
Fairfield,Danbury 4-110,U.S. House,5,WF,Elizabeth Esty,22,0,1,0,
Fairfield,Danbury 4-110,U.S. House,5,write-in,John Pistone,8,0,1,0,
Fairfield,Danbury 4-110,State Senate,24,REP,Michael McLachlan,402,10,1,5,
Fairfield,Danbury 4-110,State Senate,24,WF,Theodore Feng,109,5,6,0,
Fairfield,Danbury 4-110,State Senate,24,IND,Michael McLachlan,88,4,3,0,
Fairfield,Danbury 4-110,State Senate,24,write-in,write-in,1,0,0,0,
Fairfield,Danbury 4-110,State Assembly,110,REP,Frank Goncalves,292,7,3,0,
Fairfield,Danbury 4-110,State Assembly,110,DEM,Bob Godfrey,509,14,11,13,
Fairfield,Danbury 4-110,State Assembly,110,WF,Bob Godfrey,39,1,1,0,
Fairfield,Danbury 4-110,State Assembly,110,write-in,write-in,3,0,0,0,
Fairfield,Danbury 4-110,Secretary of State,,REP,Peter Lumaj,309,6,2,0,
Fairfield,Danbury 4-110,Secretary of State,,IND,Peter Lumaj,22,2,2,0,
Fairfield,Danbury 4-110,Secretary of State,,DEM,Denise Merrill,441,14,8,5,
Fairfield,Danbury 4-110,Secretary of State,,WF,Denise Merrill,31,1,0,0,
Fairfield,Danbury 4-110,Secretary of State,,Green,Michael DeRosa,28,0,3,0,
Fairfield,Danbury 4-110,State Treasurer,,REP,Tim Herbst,324,8,1,0,
Fairfield,Danbury 4-110,State Treasurer,,IND,Tim Herbst,28,1,2,0,
Fairfield,Danbury 4-110,State Treasurer,,DEM,Denise Nappier,444,13,12,5,
Fairfield,Danbury 4-110,State Treasurer,,WF,Denise Nappier,33,1,0,0,
Fairfield,Danbury 4-110,Comptroller,,REP,Sharon McLaughlin,326,8,2,0,
Fairfield,Danbury 4-110,Comptroller,,IND,Sharon McLaughlin,31,2,2,0,
Fairfield,Danbury 4-110,Comptroller,,DEM,Kevin Lembo,424,12,5,6,
Fairfield,Danbury 4-110,Comptroller,,WF,Kevin Lembo,25,1,0,0,
Fairfield,Danbury 4-110,Comptroller,,Green,Rolf Maurer,10,0,2,0,
Fairfield,Danbury 4-110,Comptroller,,write-in,write-in,1,0,0,0,
Fairfield,Danbury 4-110,Attorney General,,REP,Kie Westby,285,5,1,0,
Fairfield,Danbury 4-110,Attorney General,,IND,Kie Westby,22,2,2,0,
Fairfield,Danbury 4-110,Attorney General,,DEM,George Jepsen,465,15,9,6,
Fairfield,Danbury 4-110,Attorney General,,WF,George Jepsen,27,1,0,0,
Fairfield,Danbury 4-110,Attorney General,,Green,Stephen Fournier,15,0,1,0,
Fairfield,Danbury 5-002,Governor,,REP,Thomas C. Foley,322,21,1,0,
Fairfield,Danbury 5-002,Governor,,IND,Thomas C. Foley,16,1,1,0,
Fairfield,Danbury 5-002,Governor,,DEM,Dannel P. Malloy,346,24,7,6,
Fairfield,Danbury 5-002,Governor,,WF,Dannel P. Malloy,24,1,0,0,
Fairfield,Danbury 5-002,Governor,,PC,Joe Visconti,3,0,0,0,
Fairfield,Danbury 5-002,Governor,,write-in,write-in,6,0,0,0,
Fairfield,Danbury 5-002,U.S. House,5,REP,Mark Greenberg,275,14,0,0,
Fairfield,Danbury 5-002,U.S. House,5,IND,Mark Greenberg,20,1,1,0,
Fairfield,Danbury 5-002,U.S. House,5,DEM,Elizabeth Esty,381,30,7,2,
Fairfield,Danbury 5-002,U.S. House,5,WF,Elizabeth Esty,35,1,0,0,
Fairfield,Danbury 5-002,U.S. House,5,write-in,John Pistone,4,0,0,0,
Fairfield,Danbury 5-002,State Senate,24,REP,Michael McLachlan,347,26,3,1,
Fairfield,Danbury 5-002,State Senate,24,WF,Theodore Feng,103,6,3,0,
Fairfield,Danbury 5-002,State Senate,24,IND,Michael McLachlan,66,1,1,0,
Fairfield,Danbury 5-002,State Senate,24,write-in,write-in,2,0,0,0,
Fairfield,Danbury 5-002,State Assembly,2,REP,Carter,297,18,1,0,
Fairfield,Danbury 5-002,State Assembly,2,DEM,Fay,383,26,6,0,
Fairfield,Danbury 5-002,State Assembly,2,IND,Carter,31,2,0,0,
Fairfield,Danbury 5-002,State Assembly,2,write-in,write-in,1,0,0,0,
Fairfield,Danbury 5-002,Secretary of State,,REP,Peter Lumaj,294,18,2,0,
Fairfield,Danbury 5-002,Secretary of State,,IND,Peter Lumaj,18,1,0,0,
Fairfield,Danbury 5-002,Secretary of State,,DEM,Denise Merrill,338,23,6,1,
Fairfield,Danbury 5-002,Secretary of State,,WF,Denise Merrill,26,1,1,0,
Fairfield,Danbury 5-002,Secretary of State,,Green,Michael DeRosa,15,0,2,0,
Fairfield,Danbury 5-002,State Treasurer,,REP,Tim Herbst,308,20,1,0,
Fairfield,Danbury 5-002,State Treasurer,,IND,Tim Herbst,21,1,0,0,
Fairfield,Danbury 5-002,State Treasurer,,DEM,Denise Nappier,338,23,6,1,
Fairfield,Danbury 5-002,State Treasurer,,WF,Denise Nappier,29,1,1,0,
Fairfield,Danbury 5-002,Comptroller,,REP,Sharon McLaughlin,315,17,1,0,
Fairfield,Danbury 5-002,Comptroller,,IND,Sharon McLaughlin,29,2,1,0,
Fairfield,Danbury 5-002,Comptroller,,DEM,Kevin Lembo,313,25,6,1,
Fairfield,Danbury 5-002,Comptroller,,WF,Kevin Lembo,23,1,0,0,
Fairfield,Danbury 5-002,Comptroller,,Green,Rolf Maurer,13,0,2,0,
Fairfield,Danbury 5-002,Attorney General,,REP,Kie Westby,286,18,1,0,
Fairfield,Danbury 5-002,Attorney General,,IND,Kie Westby,20,1,0,0,
Fairfield,Danbury 5-002,Attorney General,,DEM,George Jepsen,346,26,6,1,
Fairfield,Danbury 5-002,Attorney General,,WF,George Jepsen,21,1,0,0,
Fairfield,Danbury 5-002,Attorney General,,Green,Stephen Fournier,21,0,2,0,
Fairfield,Danbury 5-109,Governor,,REP,Thomas C. Foley,44,0,0,0,
Fairfield,Danbury 5-109,Governor,,IND,Thomas C. Foley,4,0,0,0,
Fairfield,Danbury 5-109,Governor,,DEM,Dannel P. Malloy,59,0,0,3,
Fairfield,Danbury 5-109,Governor,,WF,Dannel P. Malloy,2,0,0,0,
Fairfield,Danbury 5-109,Governor,,PC,Joe Visconti,2,0,0,0,
Fairfield,Danbury 5-109,U.S. House,5,REP,Mark Greenberg,40,0,0,0,
Fairfield,Danbury 5-109,U.S. House,5,IND,Mark Greenberg,2,0,0,0,
Fairfield,Danbury 5-109,U.S. House,5,DEM,Elizabeth Esty,62,0,0,2,
Fairfield,Danbury 5-109,U.S. House,5,WF,Elizabeth Esty,4,0,0,0,
Fairfield,Danbury 5-109,U.S. House,5,write-in,John Pistone,0,0,0,0,
Fairfield,Danbury 5-109,State Senate,24,REP,Michael McLachlan,53,0,0,1,
Fairfield,Danbury 5-109,State Senate,24,WF,Theodore Feng,20,0,0,0,
Fairfield,Danbury 5-109,State Senate,24,IND,Michael McLachlan,7,0,0,0,
Fairfield,Danbury 5-109,State Assembly,109,REP,Josh Stanley,37,0,0,1,
Fairfield,Danbury 5-109,State Assembly,109,DEM,David Arconti,58,0,0,1,
Fairfield,Danbury 5-109,State Assembly,109,WF,David Arconti,8,0,0,0,
Fairfield,Danbury 5-109,State Assembly,109,IND,Josh Stanley,3,0,0,0,
Fairfield,Danbury 5-109,Secretary of State,,REP,Peter Lumaj,37,0,0,0,
Fairfield,Danbury 5-109,Secretary of State,,IND,Peter Lumaj,2,0,0,0,
Fairfield,Danbury 5-109,Secretary of State,,DEM,Denise Merrill,58,0,0,1,
Fairfield,Danbury 5-109,Secretary of State,,WF,Denise Merrill,5,0,0,0,
Fairfield,Danbury 5-109,Secretary of State,,Green,Michael DeRosa,3,0,0,0,
Fairfield,Danbury 5-109,State Treasurer,,REP,Tim Herbst,39,0,0,0,
Fairfield,Danbury 5-109,State Treasurer,,IND,Tim Herbst,5,0,0,0,
Fairfield,Danbury 5-109,State Treasurer,,DEM,Denise Nappier,55,0,0,1,
Fairfield,Danbury 5-109,State Treasurer,,WF,Denise Nappier,7,0,0,0,
Fairfield,Danbury 5-109,Comptroller,,REP,Sharon McLaughlin,39,0,0,0,
Fairfield,Danbury 5-109,Comptroller,,IND,Sharon McLaughlin,3,0,0,0,
Fairfield,Danbury 5-109,Comptroller,,DEM,Kevin Lembo,54,0,0,1,
Fairfield,Danbury 5-109,Comptroller,,WF,Kevin Lembo,6,0,0,0,
Fairfield,Danbury 5-109,Comptroller,,Green,Rolf Maurer,1,0,0,0,
Fairfield,Danbury 5-109,Attorney General,,REP,Kie Westby,34,0,0,0,
Fairfield,Danbury 5-109,Attorney General,,IND,Kie Westby,1,0,0,0,
Fairfield,Danbury 5-109,Attorney General,,DEM,George Jepsen,60,0,0,1,
Fairfield,Danbury 5-109,Attorney General,,WF,George Jepsen,4,0,0,0,
Fairfield,Danbury 5-109,Attorney General,,Green,Stephen Fournier,2,0,0,0,
Fairfield,Danbury 5-110,Governor,,REP,Thomas C. Foley,298,27,12,6,
Fairfield,Danbury 5-110,Governor,,IND,Thomas C. Foley,19,2,0,0,
Fairfield,Danbury 5-110,Governor,,DEM,Dannel P. Malloy,474,30,10,22,
Fairfield,Danbury 5-110,Governor,,WF,Dannel P. Malloy,20,0,1,0,
Fairfield,Danbury 5-110,Governor,,PC,Joe Visconti,7,2,0,0,
Fairfield,Danbury 5-110,Governor,,write-in,write-in,4,0,0,0,
Fairfield,Danbury 5-110,U.S. House,5,REP,Mark Greenberg,253,21,10,2,
Fairfield,Danbury 5-110,U.S. House,5,IND,Mark Greenberg,25,1,2,0,
Fairfield,Danbury 5-110,U.S. House,5,DEM,Elizabeth Esty,497,36,12,14,
Fairfield,Danbury 5-110,U.S. House,5,WF,Elizabeth Esty,28,2,1,0,
Fairfield,Danbury 5-110,U.S. House,5,write-in,John Pistone,5,1,0,0,
Fairfield,Danbury 5-110,State Senate,24,REP,Michael McLachlan,377,35,12,4,
Fairfield,Danbury 5-110,State Senate,24,WF,Theodore Feng,103,5,5,0,
Fairfield,Danbury 5-110,State Senate,24,IND,Michael McLachlan,58,6,1,0,
Fairfield,Danbury 5-110,State Senate,24,write-in,write-in,1,0,0,0,
Fairfield,Danbury 5-110,State Assembly,110,REP,Frank Goncalves,227,24,9,0,
Fairfield,Danbury 5-110,State Assembly,110,DEM,Bob Godfrey,532,34,15,19,
Fairfield,Danbury 5-110,State Assembly,110,WF,Bob Godfrey,36,2,2,0,
Fairfield,Danbury 5-110,Secretary of State,,REP,Peter Lumaj,279,22,11,0,
Fairfield,Danbury 5-110,Secretary of State,,IND,Peter Lumaj,21,2,1,0,
Fairfield,Danbury 5-110,Secretary of State,,DEM,Denise Merrill,435,31,13,6,
Fairfield,Danbury 5-110,Secretary of State,,WF,Denise Merrill,26,1,1,0,
Fairfield,Danbury 5-110,Secretary of State,,Green,Michael DeRosa,16,4,0,0,
Fairfield,Danbury 5-110,State Treasurer,,REP,Tim Herbst,278,22,12,0,
Fairfield,Danbury 5-110,State Treasurer,,IND,Tim Herbst,17,2,0,0,
Fairfield,Danbury 5-110,State Treasurer,,DEM,Denise Nappier,455,30,12,4,
Fairfield,Danbury 5-110,State Treasurer,,WF,Denise Nappier,35,2,2,0,
Fairfield,Danbury 5-110,Comptroller,,REP,Sharon McLaughlin,285,26,11,0,
Fairfield,Danbury 5-110,Comptroller,,IND,Sharon McLaughlin,18,1,0,0,
Fairfield,Danbury 5-110,Comptroller,,DEM,Kevin Lembo,417,28,13,5,
Fairfield,Danbury 5-110,Comptroller,,WF,Kevin Lembo,29,3,2,0,
Fairfield,Danbury 5-110,Comptroller,,Green,Rolf Maurer,18,1,0,0,
Fairfield,Danbury 5-110,Attorney General,,REP,Kie Westby,263,24,11,0,
Fairfield,Danbury 5-110,Attorney General,,IND,Kie Westby,16,1,0,0,
Fairfield,Danbury 5-110,Attorney General,,DEM,George Jepsen,444,28,13,3,
Fairfield,Danbury 5-110,Attorney General,,WF,George Jepsen,36,3,2,0,
Fairfield,Danbury 5-110,Attorney General,,Green,Stephen Fournier,20,3,0,0,
Fairfield,Danbury 6-002,Governor,,REP,Thomas C. Foley,477,18,5,1,
Fairfield,Danbury 6-002,Governor,,IND,Thomas C. Foley,16,0,0,0,
Fairfield,Danbury 6-002,Governor,,DEM,Dannel P. Malloy,485,23,6,10,
Fairfield,Danbury 6-002,Governor,,WF,Dannel P. Malloy,23,0,1,0,
Fairfield,Danbury 6-002,Governor,,PC,Joe Visconti,6,0,0,0,
Fairfield,Danbury 6-002,Governor,,write-in,write-in,2,0,0,0,
Fairfield,Danbury 6-002,U.S. House,5,REP,Mark Greenberg,414,17,5,1,
Fairfield,Danbury 6-002,U.S. House,5,IND,Mark Greenberg,24,0,1,0,
Fairfield,Danbury 6-002,U.S. House,5,DEM,Elizabeth Esty,518,23,5,9,
Fairfield,Danbury 6-002,U.S. House,5,WF,Elizabeth Esty,36,0,1,0,
Fairfield,Danbury 6-002,U.S. House,5,write-in,John Pistone,4,0,0,0,
Fairfield,Danbury 6-002,State Senate,24,REP,Michael McLachlan,541,24,5,3,
Fairfield,Danbury 6-002,State Senate,24,WF,Theodore Feng,101,9,4,0,
Fairfield,Danbury 6-002,State Senate,24,IND,Michael McLachlan,85,0,0,0,
Fairfield,Danbury 6-002,State Assembly,2,REP,Carter,470,21,5,2,
Fairfield,Danbury 6-002,State Assembly,2,DEM,Fay,485,21,7,0,
Fairfield,Danbury 6-002,State Assembly,2,IND,Carter,29,0,0,0,
Fairfield,Danbury 6-002,Secretary of State,,REP,Peter Lumaj,441,16,5,2,
Fairfield,Danbury 6-002,Secretary of State,,IND,Peter Lumaj,26,0,0,0,
Fairfield,Danbury 6-002,Secretary of State,,DEM,Denise Merrill,466,23,6,2,
Fairfield,Danbury 6-002,Secretary of State,,WF,Denise Merrill,23,0,0,0,
Fairfield,Danbury 6-002,Secretary of State,,Green,Michael DeRosa,16,0,1,0,
Fairfield,Danbury 6-002,State Treasurer,,REP,Tim Herbst,446,19,5,1,
Fairfield,Danbury 6-002,State Treasurer,,IND,Tim Herbst,32,0,0,0,
Fairfield,Danbury 6-002,State Treasurer,,DEM,Denise Nappier,473,20,6,3,
Fairfield,Danbury 6-002,State Treasurer,,WF,Denise Nappier,31,0,1,0,
Fairfield,Danbury 6-002,Comptroller,,REP,Sharon McLaughlin,472,20,5,2,
Fairfield,Danbury 6-002,Comptroller,,IND,Sharon McLaughlin,32,0,0,0,
Fairfield,Danbury 6-002,Comptroller,,DEM,Kevin Lembo,429,17,6,2,
Fairfield,Danbury 6-002,Comptroller,,WF,Kevin Lembo,18,0,0,0,
Fairfield,Danbury 6-002,Comptroller,,Green,Rolf Maurer,16,0,1,0,
Fairfield,Danbury 6-002,Attorney General,,REP,Kie Westby,421,19,5,0,
Fairfield,Danbury 6-002,Attorney General,,IND,Kie Westby,24,0,0,0,
Fairfield,Danbury 6-002,Attorney General,,DEM,George Jepsen,488,20,6,6,
Fairfield,Danbury 6-002,Attorney General,,WF,George Jepsen,22,0,0,0,
Fairfield,Danbury 6-002,Attorney General,,Green,Stephen Fournier,15,0,1,0,
Fairfield,Danbury 6-110,Governor,,REP,Thomas C. Foley,227,8,4,3,
Fairfield,Danbury 6-110,Governor,,IND,Thomas C. Foley,19,1,0,0,
Fairfield,Danbury 6-110,Governor,,DEM,Dannel P. Malloy,446,11,8,33,
Fairfield,Danbury 6-110,Governor,,WF,Dannel P. Malloy,28,1,0,1,
Fairfield,Danbury 6-110,Governor,,PC,Joe Visconti,14,0,0,0,
Fairfield,Danbury 6-110,Governor,,write-in,write-in,1,0,0,0,
Fairfield,Danbury 6-110,U.S. House,5,REP,Mark Greenberg,188,9,3,0,
Fairfield,Danbury 6-110,U.S. House,5,IND,Mark Greenberg,20,0,0,0,
Fairfield,Danbury 6-110,U.S. House,5,DEM,Elizabeth Esty,467,12,8,17,
Fairfield,Danbury 6-110,U.S. House,5,WF,Elizabeth Esty,44,0,0,1,
Fairfield,Danbury 6-110,U.S. House,5,write-in,John Pistone,9,0,0,0,
Fairfield,Danbury 6-110,State Senate,24,REP,Michael McLachlan,274,11,5,1,
Fairfield,Danbury 6-110,State Senate,24,WF,Theodore Feng,107,5,1,0,
Fairfield,Danbury 6-110,State Senate,24,IND,Michael McLachlan,78,1,0,0,
Fairfield,Danbury 6-110,State Senate,24,write-in,write-in,1,0,0,0,
Fairfield,Danbury 6-110,State Assembly,110,REP,Frank Goncalves,189,8,4,0,
Fairfield,Danbury 6-110,State Assembly,110,DEM,Bob Godfrey,469,11,7,13,
Fairfield,Danbury 6-110,State Assembly,110,WF,Bob Godfrey,52,1,0,0,
Fairfield,Danbury 6-110,State Assembly,110,write-in,write-in,3,0,0,0,
Fairfield,Danbury 6-110,Secretary of State,,REP,Peter Lumaj,198,8,4,0,
Fairfield,Danbury 6-110,Secretary of State,,IND,Peter Lumaj,28,0,0,0,
Fairfield,Danbury 6-110,Secretary of State,,DEM,Denise Merrill,426,11,7,8,
Fairfield,Danbury 6-110,Secretary of State,,WF,Denise Merrill,45,1,0,0,
Fairfield,Danbury 6-110,Secretary of State,,Green,Michael DeRosa,13,1,0,0,
Fairfield,Danbury 6-110,State Treasurer,,REP,Tim Herbst,212,7,4,2,
Fairfield,Danbury 6-110,State Treasurer,,IND,Tim Herbst,24,0,0,0,
Fairfield,Danbury 6-110,State Treasurer,,DEM,Denise Nappier,428,11,7,7,
Fairfield,Danbury 6-110,State Treasurer,,WF,Denise Nappier,42,2,0,0,
Fairfield,Danbury 6-110,Comptroller,,REP,Sharon McLaughlin,212,7,3,0,
Fairfield,Danbury 6-110,Comptroller,,IND,Sharon McLaughlin,33,0,1,0,
Fairfield,Danbury 6-110,Comptroller,,DEM,Kevin Lembo,413,11,7,6,
Fairfield,Danbury 6-110,Comptroller,,WF,Kevin Lembo,31,1,0,0,
Fairfield,Danbury 6-110,Comptroller,,Green,Rolf Maurer,10,1,0,0,
Fairfield,Danbury 6-110,Comptroller,,write-in,write-in,1,0,0,0,
Fairfield,Danbury 6-110,Attorney General,,REP,Kie Westby,195,4,8,0,
Fairfield,Danbury 6-110,Attorney General,,IND,Kie Westby,24,0,0,0,
Fairfield,Danbury 6-110,Attorney General,,DEM,George Jepsen,432,9,7,6,
Fairfield,Danbury 6-110,Attorney General,,WF,George Jepsen,36,0,0,0,
Fairfield,Danbury 6-110,Attorney General,,Green,Stephen Fournier,16,1,0,0,
Fairfield,Danbury 6-110,Attorney General,,write-in,write-in,1,0,0,0,
Fairfield,Danbury 6-138,Governor,,REP,Thomas C. Foley,144,6,0,0,
Fairfield,Danbury 6-138,Governor,,IND,Thomas C. Foley,7,0,0,0,
Fairfield,Danbury 6-138,Governor,,DEM,Dannel P. Malloy,117,0,5,0,
Fairfield,Danbury 6-138,Governor,,WF,Dannel P. Malloy,4,0,0,0,
Fairfield,Danbury 6-138,Governor,,PC,Joe Visconti,1,0,0,0,
Fairfield,Danbury 6-138,U.S. House,5,REP,Mark Greenberg,128,6,0,0,
Fairfield,Danbury 6-138,U.S. House,5,IND,Mark Greenberg,5,0,0,0,
Fairfield,Danbury 6-138,U.S. House,5,DEM,Elizabeth Esty,126,0,5,1,
Fairfield,Danbury 6-138,U.S. House,5,WF,Elizabeth Esty,10,0,0,0,
Fairfield,Danbury 6-138,U.S. House,5,write-in,John Pistone,4,0,0,0,
Fairfield,Danbury 6-138,U.S. House,5,write-in,write-in,1,0,0,0,
Fairfield,Danbury 6-138,State Senate,24,REP,Michael McLachlan,160,8,0,0,
Fairfield,Danbury 6-138,State Senate,24,WF,Theodore Feng,30,0,0,0,
Fairfield,Danbury 6-138,State Senate,24,IND,Michael McLachlan,24,0,0,0,
Fairfield,Danbury 6-138,State Assembly,138,REP,Janice Geigler,149,7,0,0,
Fairfield,Danbury 6-138,State Assembly,138,DEM,Henry Hall,104,0,4,0,
Fairfield,Danbury 6-138,State Assembly,138,WF,Janice Geigler,14,0,0,0,
Fairfield,Danbury 6-138,Secretary of State,,REP,Peter Lumaj,138,5,0,0,
Fairfield,Danbury 6-138,Secretary of State,,IND,Peter Lumaj,10,0,0,0,
Fairfield,Danbury 6-138,Secretary of State,,DEM,Denise Merrill,108,0,5,0,
Fairfield,Danbury 6-138,Secretary of State,,WF,Denise Merrill,8,0,0,0,
Fairfield,Danbury 6-138,Secretary of State,,Green,Michael DeRosa,2,1,0,0,
Fairfield,Danbury 6-138,State Treasurer,,REP,Tim Herbst,139,5,0,0,
Fairfield,Danbury 6-138,State Treasurer,,IND,Tim Herbst,12,0,0,0,
Fairfield,Danbury 6-138,State Treasurer,,DEM,Denise Nappier,107,0,5,0,
Fairfield,Danbury 6-138,State Treasurer,,WF,Denise Nappier,8,0,0,0,
Fairfield,Danbury 6-138,Comptroller,,REP,Sharon McLaughlin,139,4,0,0,
Fairfield,Danbury 6-138,Comptroller,,IND,Sharon McLaughlin,10,0,0,0,
Fairfield,Danbury 6-138,Comptroller,,DEM,Kevin Lembo,104,0,5,0,
Fairfield,Danbury 6-138,Comptroller,,WF,Kevin Lembo,7,0,0,0,
Fairfield,Danbury 6-138,Comptroller,,Green,Rolf Maurer,3,1,0,0,
Fairfield,Danbury 6-138,Attorney General,,REP,Kie Westby,131,5,0,0,
Fairfield,Danbury 6-138,Attorney General,,IND,Kie Westby,5,0,0,0,
Fairfield,Danbury 6-138,Attorney General,,DEM,George Jepsen,116,0,4,0,
Fairfield,Danbury 6-138,Attorney General,,WF,George Jepsen,10,0,0,0,
Fairfield,Danbury 6-138,Attorney General,,Green,Stephen Fournier,3,1,0,0,
Fairfield,Danbury 7-002,Governor,,REP,Thomas C. Foley,71,2,0,0,
Fairfield,Danbury 7-002,Governor,,IND,Thomas C. Foley,9,0,0,0,
Fairfield,Danbury 7-002,Governor,,DEM,Dannel P. Malloy,84,0,4,4,
Fairfield,Danbury 7-002,Governor,,WF,Dannel P. Malloy,3,0,0,0,
Fairfield,Danbury 7-002,Governor,,PC,Joe Visconti,5,0,0,0,
Fairfield,Danbury 7-002,Governor,,write-in,write-in,2,0,0,0,
Fairfield,Danbury 7-002,U.S. House,5,REP,Mark Greenberg,63,2,0,0,
Fairfield,Danbury 7-002,U.S. House,5,IND,Mark Greenberg,8,0,0,0,
Fairfield,Danbury 7-002,U.S. House,5,DEM,Elizabeth Esty,99,0,4,3,
Fairfield,Danbury 7-002,U.S. House,5,WF,Elizabeth Esty,4,0,0,0,
Fairfield,Danbury 7-002,U.S. House,5,write-in,John Pistone,0,0,0,0,
Fairfield,Danbury 7-002,State Senate,24,REP,Michael McLachlan,94,5,0,0,
Fairfield,Danbury 7-002,State Senate,24,WF,Theodore Feng,21,0,0,0,
Fairfield,Danbury 7-002,State Senate,24,IND,Michael McLachlan,19,0,0,0,
Fairfield,Danbury 7-002,State Assembly,2,REP,Carter,82,5,0,0,
Fairfield,Danbury 7-002,State Assembly,2,DEM,Fay,76,0,1,0,
Fairfield,Danbury 7-002,State Assembly,2,IND,Carter,13,0,0,0,
Fairfield,Danbury 7-002,Secretary of State,,REP,Peter Lumaj,70,4,0,0,
Fairfield,Danbury 7-002,Secretary of State,,IND,Peter Lumaj,3,0,0,0,
Fairfield,Danbury 7-002,Secretary of State,,DEM,Denise Merrill,83,0,2,3,
Fairfield,Danbury 7-002,Secretary of State,,WF,Denise Merrill,6,0,0,0,
Fairfield,Danbury 7-002,Secretary of State,,Green,Michael DeRosa,6,0,0,0,
Fairfield,Danbury 7-002,State Treasurer,,REP,Tim Herbst,62,4,0,0,
Fairfield,Danbury 7-002,State Treasurer,,IND,Tim Herbst,6,0,0,0,
Fairfield,Danbury 7-002,State Treasurer,,DEM,Denise Nappier,89,0,2,2,
Fairfield,Danbury 7-002,State Treasurer,,WF,Denise Nappier,9,0,0,0,
Fairfield,Danbury 7-002,Comptroller,,REP,Sharon McLaughlin,75,4,0,0,
Fairfield,Danbury 7-002,Comptroller,,IND,Sharon McLaughlin,8,0,0,0,
Fairfield,Danbury 7-002,Comptroller,,DEM,Kevin Lembo,76,0,2,2,
Fairfield,Danbury 7-002,Comptroller,,WF,Kevin Lembo,5,0,0,0,
Fairfield,Danbury 7-002,Comptroller,,Green,Rolf Maurer,2,0,0,0,
Fairfield,Danbury 7-002,Attorney General,,REP,Kie Westby,66,3,0,0,
Fairfield,Danbury 7-002,Attorney General,,IND,Kie Westby,4,0,0,0,
Fairfield,Danbury 7-002,Attorney General,,DEM,George Jepsen,86,0,3,2,
Fairfield,Danbury 7-002,Attorney General,,WF,George Jepsen,9,0,0,0,
Fairfield,Danbury 7-002,Attorney General,,Green,Stephen Fournier,2,0,0,0,
Fairfield,Danbury 7-110,Governor,,REP,Thomas C. Foley,45,0,0,0,
Fairfield,Danbury 7-110,Governor,,IND,Thomas C. Foley,2,0,0,0,
Fairfield,Danbury 7-110,Governor,,DEM,Dannel P. Malloy,72,0,0,7,
Fairfield,Danbury 7-110,Governor,,WF,Dannel P. Malloy,6,0,0,0,
Fairfield,Danbury 7-110,Governor,,PC,Joe Visconti,2,0,0,0,
Fairfield,Danbury 7-110,U.S. House,5,REP,Mark Greenberg,43,0,0,0,
Fairfield,Danbury 7-110,U.S. House,5,IND,Mark Greenberg,5,0,0,0,
Fairfield,Danbury 7-110,U.S. House,5,DEM,Elizabeth Esty,69,0,0,4,
Fairfield,Danbury 7-110,U.S. House,5,WF,Elizabeth Esty,5,0,0,0,
Fairfield,Danbury 7-110,U.S. House,5,write-in,John Pistone,2,0,0,0,
Fairfield,Danbury 7-110,State Senate,24,REP,Michael McLachlan,57,0,0,0,
Fairfield,Danbury 7-110,State Senate,24,WF,Theodore Feng,15,0,0,0,
Fairfield,Danbury 7-110,State Senate,24,IND,Michael McLachlan,10,0,0,0,
Fairfield,Danbury 7-110,State Assembly,110,REP,Frank Goncalves,44,0,0,0,
Fairfield,Danbury 7-110,State Assembly,110,DEM,Bob Godfrey,70,0,0,2,
Fairfield,Danbury 7-110,State Assembly,110,WF,Bob Godfrey,7,0,0,0,
Fairfield,Danbury 7-110,Secretary of State,,REP,Peter Lumaj,45,0,0,0,
Fairfield,Danbury 7-110,Secretary of State,,IND,Peter Lumaj,5,0,0,0,
